9:10;42
9:15;38
9:20;39
9:25;29
9:30;31
9:35;29
9:40;31
9:45;37
9:50;19
9:55;34
10:00;26
10:05;26
10:10;26
10:15;39
10:20;29
10:25;25
10:30;32
10:35;21
10:40;26
10:45;31
10:50;35
10:55;23
11:00;39
11:05;26
11:10;32
11:15;25
11:20;23
11:25;22
11:30;27
11:35;23
11:40;19
11:45;22
11:50;23
11:55;33
12:00;35
12:05;25
12:10;21
12:15;18
12:20;28
12:25;24
12:30;32
12:35;24
12:40;13
12:45;22
12:50;29
12:55;34
13:00;22
13:05;14
13:10;29
13:15;20
13:20;19
13:25;30
13:30;28
13:35;24
13:40;26
13:45;13
13:50;15
13:55;32
14:00;30
14:05;18
14:10;27
14:15;20
14:20;29
14:25;28
14:30;33
14:35;37
14:40;38
14:45;35
14:50;35
14:55;33
15:00;31
15:05;31
15:10;41
15:15;53
15:20;39
15:25;25
15:30;42
15:35;35
15:40;40
15:45;40
15:50;38
15:55;38
16:00;48
16:05;29
16:10;33
16:15;40
16:20;38
16:25;29
16:30;36
16:35;42
16:40;25
16:45;28
16:50;32
16:55;40
17:00;41
17:05;32
17:10;37
17:15;42
17:20;39
17:25;37
17:30;38
17:35;20
17:40;26
17:45;33
17:50;32
17:55;29
18:00;38
18:05;36
18:10;33
18:15;30
18:20;27
18:25;31
18:30;44
18:35;27
18:40;37
18:45;28
18:50;24
18:55;17
19:00;16
19:05;24
19:10;39
19:15;30
19:20;28
19:25;21
19:30;21
19:35;20
19:40;32
19:45;18
19:50;19
19:55;27
20:00;23
20:05;24
20:10;21
20:15;21
20:20;16
20:25;17
20:30;18
20:35;14
20:40;12
20:45;16
20:50;17
20:55;17
21:00;17
21:05;27
21:10;12
21:15;20
21:20;13
21:25;9
21:30;15
21:35;14
21:40;15
21:45;18
21:50;16
21:55;16
22:00;13
22:05;13
22:10;14
22:15;7
22:20;14
22:25;11
22:30;13
22:35;12
22:40;19
22:45;7
22:50;10
22:55;10
23:00;8
23:05;9
23:10;12
23:15;12
23:20;6
23:25;8
23:30;11
23:35;7
23:40;2
23:45;3
23:50;6
23:55;8
0:00;3
0:05;8
0:10;10
0:15;6
0:20;1
0:25;4
0:30;9
0:35;4
0:40;6
0:45;13
0:50;5
0:55;5
1:00;4
1:05;7
1:10;5
1:15;4
1:20;5
1:25;1
1:30;8
1:35;2
1:40;3
1:45;0
1:50;2
1:55;1
2:00;1
2:05;0
2:10;2
2:15;1
2:20;2
2:25;4
2:30;0
2:35;0
2:40;0
2:45;3
2:50;1
2:55;0
3:00;3
3:05;0
3:10;3
3:15;0
3:20;0
3:25;2
3:30;1
3:35;1
3:40;1
3:45;1
3:50;0
3:55;3
4:00;1
4:05;2
4:10;1
4:15;1
4:20;2
4:25;1
4:30;2
4:35;2
4:40;5
4:45;2
4:50;5
4:55;4
5:00;6
5:05;5
5:10;5
5:15;7
5:20;4
5:25;5
5:30;12
5:35;12
5:40;11
5:45;12
5:50;11
5:55;13
6:00;19
6:05;16
6:10;19
6:15;15
6:20;8
6:25;14
6:30;30
6:35;35
6:40;20
6:45;27
6:50;33
6:55;24
7:00;39
7:05;42
7:10;36
7:15;50
7:20;42
7:25;38
7:30;38
7:35;40
7:40;49
7:45;39
7:50;43
7:55;44
8:00;40
8:05;22
8:10;25
8:15;42
8:20;37
8:25;36
8:30;34
8:35;41
8:40;37
8:45;36
8:50;40
8:55;37
9:00;41
9:05;38
9:10;36
9:15;44
9:20;33
9:25;30
9:30;41
9:35;36
9:40;35
9:45;36
9:50;35
9:55;42
10:00;31
10:05;25
10:10;28
10:15;27
10:20;23
10:25;25
10:30;24
10:35;23
10:40;20
10:45;31
10:50;19
10:55;25
11:00;25
11:05;34
11:10;8
11:15;26
11:20;30
11:25;31
11:30;28
11:35;27
11:40;22
11:45;18
11:50;30
11:55;28
12:00;34
12:05;39
12:10;32
12:15;28
12:20;32
12:25;35
12:30;34
12:35;35
12:40;40
12:45;13
12:50;34
12:55;30
13:00;34
13:05;42
13:10;32
13:15;38
13:20;45
13:25;33
13:30;28
13:35;40
13:40;32
13:45;29
13:50;36
13:55;30
14:00;19
14:05;31
14:10;31
14:15;40
14:20;32
14:25;29
14:30;28
14:35;30
14:40;38
14:45;26
14:50;43
14:55;28
15:00;42
15:05;38
15:10;43
15:15;45
15:20;40
15:25;44
15:30;57
15:35;59
15:40;49
15:45;48
15:50;52
15:55;38
16:00;57
16:05;58
16:10;51
16:15;55
16:20;54
16:25;53
16:30;50
16:35;35
16:40;47
16:45;47
16:50;53
16:55;40
17:00;33
17:05;46
17:10;44
17:15;39
17:20;49
17:25;41
17:30;31
17:35;40
17:40;44
17:45;33
17:50;42
17:55;45
18:00;41
18:05;46
18:10;27
18:15;45
18:20;41
18:25;44
18:30;34
18:35;43
18:40;41
18:45;46
18:50;39
18:55;52
19:00;32
19:05;33
19:10;32
19:15;23
19:20;26
19:25;25
19:30;30
19:35;32
